train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.7070066666666667,0.7072,0.94396,0.80085,0.77855,0.7864,0.79015,0.9159,0.90175,0.9393,0.88445,0.8659,0.93055
0.7309516666666667,0.73073,0.92317,0.79365,0.72805,0.7601,0.771,0.8822,0.86795,0.91525,0.85625,0.82905,0.89185
0.7435066666666666,0.742885,0.910605,0.79595,0.7191,0.79925,0.7759,0.86145,0.825,0.9047,0.86125,0.82845,0.8547
0.75329,0.75257,0.898875,0.79715,0.7295,0.8051,0.79395,0.84685,0.8146,0.8941,0.85605,0.83965,0.8406
0.764345,0.763415,0.888855,0.80365,0.72645,0.79765,0.78465,0.8362,0.80455,0.8692,0.83665,0.83405,0.8259
0.7772083333333333,0.775435,0.87838,0.79825,0.704,0.7695,0.77155,0.81615,0.8008,0.84055,0.81635,0.8146,0.79555
0.7846466666666667,0.782895,0.86649,0.78735,0.68855,0.7729,0.77965,0.81355,0.7912,0.8163,0.81095,0.8,0.791
0.79492,0.79315,0.83968,0.7693,0.6755,0.75315,0.7479,0.7789,0.74795,0.7735,0.78775,0.76875,0.74815
0.797965,0.79593,0.85616,0.77495,0.6982,0.7856,0.7849,0.8102,0.7807,0.7999,0.8023,0.7859,0.7753
0.80978,0.807215,0.846335,0.7745,0.70245,0.77415,0.79015,0.7968,0.7608,0.7758,0.7952,0.772,0.7632
0.81668,0.813515,0.844145,0.75675,0.6859,0.75275,0.7938,0.77785,0.75865,0.76425,0.7807,0.7641,0.76325
0.8231116666666667,0.82021,0.83489,0.7323,0.6799,0.7429,0.779,0.7687,0.74995,0.75365,0.77035,0.75355,0.745
0.828515,0.82577,0.80144,0.7299,0.67445,0.7159,0.75865,0.74915,0.721,0.7081,0.75045,0.72425,0.70005
0.8313066666666666,0.82748,0.794805,0.7101,0.6646,0.69705,0.7539,0.73195,0.7135,0.69765,0.73745,0.72455,0.6929
0.83454,0.830565,0.78973,0.70195,0.6625,0.6823,0.74345,0.72795,0.7007,0.7001,0.7195,0.7205,0.68505
0.8346833333333333,0.8309,0.78632,0.6839,0.6463,0.66675,0.72605,0.7177,0.70125,0.70265,0.7082,0.7218,0.6807
0.8365483333333333,0.832545,0.79157,0.68955,0.65475,0.671,0.7289,0.73375,0.71,0.7106,0.7194,0.72515,0.69245
0.8419433333333334,0.837295,0.80255,0.7051,0.68075,0.6817,0.7358,0.7428,0.726,0.7176,0.73395,0.7307,0.7087
0.84462,0.839345,0.798755,0.70075,0.6824,0.67865,0.73275,0.7478,0.7258,0.7165,0.72685,0.72605,0.70565
0.8442683333333333,0.839445,0.797955,0.68915,0.69105,0.6757,0.72395,0.7457,0.7345,0.7163,0.72095,0.7207,0.70295
0.8461,0.84125,0.81125,0.7035,0.707,0.68755,0.74375,0.77465,0.7618,0.732,0.7365,0.73725,0.7179
0.8464516666666667,0.84139,0.803995,0.69205,0.7022,0.6759,0.7284,0.7642,0.74825,0.7298,0.72565,0.71835,0.71135
0.846625,0.84157,0.81417,0.7047,0.7156,0.6835,0.7346,0.7867,0.76025,0.74125,0.73255,0.7246,0.7297
0.8472466666666667,0.842035,0.80806,0.691,0.7032,0.6774,0.7221,0.77345,0.7565,0.7403,0.72555,0.7184,0.71865
0.851515,0.84608,0.80663,0.70265,0.70435,0.67725,0.7411,0.77905,0.75785,0.7355,0.723,0.7109,0.7166
0.849385,0.843715,0.81589,0.70695,0.71315,0.68365,0.74645,0.77855,0.776,0.74725,0.73645,0.71755,0.72645
0.8549133333333333,0.848875,0.796935,0.69355,0.684,0.65505,0.71855,0.76025,0.7394,0.72155,0.7157,0.68965,0.70215
0.8540716666666667,0.847955,0.797645,0.68285,0.6809,0.6484,0.72535,0.7704,0.74,0.72755,0.7057,0.68465,0.70825
0.8520383333333333,0.846315,0.79458,0.66925,0.67295,0.64215,0.71785,0.7613,0.73735,0.7308,0.6956,0.6776,0.706
0.8581516666666666,0.85094,0.79756,0.6972,0.68895,0.6539,0.7293,0.76735,0.7511,0.7275,0.7148,0.6849,0.71175
0.85618,0.84927,0.797875,0.69825,0.69105,0.6577,0.73255,0.77255,0.75005,0.73805,0.71125,0.6842,0.71555
0.858035,0.85095,0.782905,0.6805,0.67535,0.64155,0.70625,0.7612,0.73105,0.72245,0.70195,0.6644,0.70475
0.8572216666666667,0.850345,0.78368,0.6788,0.6693,0.64135,0.70165,0.7568,0.73605,0.7267,0.69725,0.6635,0.7025
