train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.96515,0.94849,0.79484,0.6983,0.5998,0.6315,0.71185,0.69885,0.7208,0.77605,0.7389,0.7345,0.78195
0.96588,0.948435,0.80608,0.7201,0.6261,0.65135,0.71385,0.69945,0.7281,0.7866,0.73285,0.75105,0.7885
0.9622883333333333,0.946435,0.774205,0.66915,0.58095,0.60425,0.6779,0.6621,0.68685,0.74525,0.71645,0.7091,0.77935
0.96454,0.947815,0.76192,0.6831,0.57485,0.5925,0.6584,0.6634,0.6747,0.7514,0.69885,0.71095,0.7513
0.9658333333333333,0.94803,0.765145,0.67805,0.57295,0.5912,0.6649,0.6461,0.66775,0.73525,0.6933,0.70995,0.7449
0.9616733333333334,0.94463,0.746975,0.62585,0.54975,0.59275,0.63505,0.62845,0.6677,0.7079,0.67635,0.6802,0.73815
0.9606133333333333,0.944035,0.74775,0.62665,0.54415,0.5928,0.6377,0.62495,0.66715,0.72345,0.66195,0.69405,0.7151
0.96414,0.94694,0.799505,0.6881,0.5998,0.64115,0.68905,0.71885,0.73025,0.7756,0.71255,0.737,0.78315
0.9676633333333333,0.95017,0.779875,0.6817,0.57945,0.61355,0.68845,0.67595,0.6932,0.7682,0.7058,0.7356,0.76445
0.9640933333333334,0.94756,0.785225,0.6796,0.5841,0.6148,0.68365,0.66805,0.6915,0.758,0.6969,0.735,0.75605
0.9653266666666667,0.948515,0.792445,0.6919,0.5936,0.6232,0.6886,0.6939,0.6939,0.76515,0.7113,0.74345,0.77965
0.9644583333333333,0.947695,0.795625,0.69005,0.59965,0.64005,0.70815,0.69295,0.6986,0.7622,0.70835,0.75345,0.7743
0.9635416666666666,0.9465,0.774925,0.67375,0.59015,0.61225,0.66805,0.69085,0.68545,0.76425,0.6799,0.7338,0.7536
0.9646233333333334,0.9481,0.777435,0.6506,0.5744,0.609,0.6657,0.6887,0.6744,0.75825,0.6867,0.7346,0.7767
0.9644533333333334,0.947685,0.789635,0.69075,0.5958,0.63025,0.70005,0.70205,0.7055,0.7863,0.7,0.75705,0.78345
0.960905,0.945035,0.784655,0.67355,0.5785,0.6264,0.678,0.68315,0.68655,0.76645,0.70605,0.72155,0.76795
0.9648316666666666,0.94834,0.79709,0.7116,0.6163,0.63735,0.70805,0.70705,0.71115,0.7669,0.7245,0.756,0.8022
0.961045,0.94472,0.75786,0.6272,0.5621,0.58,0.6431,0.6457,0.67275,0.7274,0.6931,0.68445,0.72945
0.9661766666666667,0.94885,0.79732,0.7138,0.5984,0.64415,0.6968,0.6968,0.71915,0.76315,0.7352,0.7446,0.7887
0.96617,0.948855,0.777365,0.66995,0.57035,0.6175,0.68045,0.66085,0.7071,0.7517,0.72215,0.7109,0.76865
0.963395,0.94654,0.791595,0.69055,0.59095,0.64595,0.6968,0.686,0.7165,0.77465,0.72455,0.74615,0.7762
0.9685,0.95065,0.78102,0.6718,0.5899,0.6258,0.6759,0.675,0.70355,0.7559,0.7273,0.73195,0.77165
0.964805,0.947655,0.791965,0.7078,0.5969,0.6637,0.71425,0.70965,0.73145,0.76775,0.73875,0.73935,0.79125
0.9645466666666667,0.946735,0.816175,0.73485,0.6338,0.6769,0.7334,0.7317,0.7471,0.8026,0.7514,0.7661,0.81405
0.9623833333333334,0.945435,0.81274,0.7238,0.62795,0.68295,0.7111,0.72875,0.73695,0.79335,0.7538,0.7661,0.81465
