train_auc,valid_auc,test_auc,test_mid_0_auc,test_mid_1_auc,test_mid_2_auc,test_mid_3_auc,test_mid_4_auc,test_mid_5_auc,test_mid_6_auc,test_mid_7_auc,test_mid_8_auc,test_mid_9_auc
0.7642760465378364,0.7641974868185486,0.7181050581039985,0.7872271944652783,0.8187670115968302,0.6897082101225964,0.6910104488808215,0.766835712432095,0.6088992488370091,0.6009351423022335,0.713161583387695,0.5917285472346652,0.6662291854479416
0.7940625833810698,0.793137440918996,0.7542468233466997,0.7920589428766656,0.7725153310163889,0.6554738496809318,0.6844121959999343,0.6236521026795863,0.5916303100574937,0.5908582214399541,0.7237122312492843,0.6202229886879498,0.6442279426174892
0.812071731595256,0.8106700785433674,0.7552928910939192,0.7674611682859549,0.6976220100510895,0.6047606374558967,0.6586822087315292,0.6012856717530553,0.5690869694948923,0.6023577853047732,0.7366406672390788,0.6578059250473043,0.6188499490455847
0.8264101569125044,0.8245538031692116,0.7412394656073376,0.7528052895565688,0.680598228728594,0.5616257091836228,0.626928291341167,0.5993609970919732,0.5755808546556686,0.6015815152604517,0.7323250206552346,0.712372196243164,0.6192116927318099
0.839389126362043,0.8374901810787322,0.7382938634461735,0.7428064700878395,0.6847588227483858,0.5585524212403977,0.5922722617965743,0.5952070938152629,0.5936665204792544,0.6023516576249346,0.7268840387865123,0.740903761482182,0.6116559041795686
0.8528159118232863,0.8509038783514978,0.7349654386638594,0.7567942378570639,0.7037223791987137,0.5610467749181651,0.5786099839110651,0.5859383149997457,0.6035255998189679,0.5902594595814348,0.7218864902612183,0.750632698630474,0.6153251936921047
0.8610231499828551,0.8589080940680203,0.7374660420566881,0.7633580851869064,0.7104194425996967,0.5581788627505955,0.5782738718243006,0.5804937395087305,0.6118330900214075,0.5904300133369438,0.7265695843266788,0.7571922210409419,0.6374522914788538
0.8718095171766826,0.8693656676268771,0.7177883686516388,0.7810465524748308,0.7183925672264786,0.5557484147833474,0.5878902020407099,0.5703453177721278,0.5952099791933257,0.5462701590940215,0.7201771368395882,0.7506495523736902,0.6005519857523616
0.8750751279005096,0.8727035673611061,0.7414574014323987,0.765555063228162,0.7112581269970759,0.5668301642023279,0.5960917402418587,0.5790969511842903,0.5987191179091595,0.5777661903027813,0.73778067414569,0.764721516946211,0.6316560225832581
0.8869627036183099,0.8840206499851224,0.7257370365572101,0.7928218306545867,0.7305330649174334,0.5751923395998448,0.6398711062028076,0.5815325206721654,0.5918121832188866,0.5571187785569334,0.723643143239481,0.7618443096752329,0.617547712604032
