train_logloss,valid_logloss,test_logloss,test_mid_0_logloss,test_mid_1_logloss,test_mid_2_logloss,test_mid_3_logloss,test_mid_4_logloss,test_mid_5_logloss,test_mid_6_logloss,test_mid_7_logloss,test_mid_8_logloss,test_mid_9_logloss
0.563663251280329,0.5644950899775127,0.3233545370449243,0.5034677814418541,0.5379808446727129,0.4891870832242802,0.4775964507142249,0.3712626781855655,0.4040151109633639,0.3577785813928202,0.4115468665648985,0.4362033415954283,0.37232956716483584
0.5367265500742059,0.5381064741507963,0.3207527151739007,0.5161812199357779,0.5680818419190353,0.5048395808326893,0.48008526217314546,0.3937547253125539,0.42656859986260004,0.3687287411272813,0.4201401948608038,0.4692260445235863,0.40875710517744074
0.5176996323474079,0.5196443415185384,0.3117924603377839,0.5107980426624358,0.5529234789837999,0.47398251024480453,0.4602927526879117,0.4092395792399,0.4357318504139005,0.35458035242654734,0.40933666085432713,0.4553231429313266,0.4291606887962439
0.5017310326114222,0.5042205869335673,0.3132516623017256,0.4904208263403818,0.5583788063116896,0.46734273053354225,0.4483462361333758,0.4141570662856353,0.44916075668851635,0.3651828302789426,0.41886784674876437,0.4325586603863775,0.44141390058434427
0.4864092591766189,0.4891927882773361,0.31912824520291533,0.47120027292101624,0.5699351498935972,0.47050099994361044,0.45535944860574057,0.4180530334070946,0.4596568887595984,0.38236609796973015,0.4369828583984161,0.4348965182016801,0.4584575697968444
0.4671475264514615,0.4701411106022126,0.32757255075625097,0.46467615930486317,0.5814144093200575,0.49765903101923076,0.469124115214867,0.43211969945134443,0.47962922377811984,0.4084059157579822,0.4665430889480004,0.45215545710508687,0.491994234510419
0.45442441049605975,0.4578255821102723,0.3357802225969427,0.4709184363572489,0.5945560105431469,0.5036518644952426,0.4650412526666933,0.4408144089694266,0.4991276019288467,0.43366029126109945,0.48458522523790254,0.47266438330897526,0.5063699063045254
0.4388641863359515,0.4426785257622939,0.37609658541054697,0.4930116612945393,0.6190381135898064,0.5369169125179762,0.5033650849510833,0.48114671234061224,0.569033510428576,0.49841095403351027,0.5372984155711851,0.5245861783472309,0.5644731789899015
0.432481131685296,0.43656667807906785,0.33820236544609644,0.48620814223308534,0.5774368388059061,0.4896250100445711,0.4598270081903393,0.4363426155150326,0.521551201730436,0.4645835717000895,0.51450893309872,0.5061865754164949,0.5188402559773414
0.4136339270137363,0.4186520343985816,0.3550880544084934,0.4994115728628778,0.5907932124245917,0.5172692094854032,0.4573778888079507,0.455034762128096,0.5588154226047878,0.5054756232026343,0.5540333479088174,0.5317357407609627,0.533116037954093
0.402162332993925,0.4079854902534379,0.36134143259936785,0.5308787800243263,0.6356599540060581,0.5568901955557629,0.4608558042018519,0.48025302929295266,0.5694618705452068,0.5394442427732985,0.5891967217890589,0.5630314500052674,0.5395633707693566
0.39089677745040585,0.3975059742307685,0.37758608581332703,0.572125820483878,0.6538306632382884,0.5930649355628748,0.4810022509468356,0.4989111541055213,0.590532455361421,0.5743262729317504,0.6276625881627733,0.5791718316209,0.5598283726698363
0.3827898311043226,0.38992265356909267,0.4309893484357911,0.5938637207821413,0.6672123561145695,0.6305859460753712,0.5101238832291486,0.5406879380304934,0.6409731366607385,0.6571125748909233,0.6797302210428968,0.6152402879656872,0.6168259520727281
0.37749783786962876,0.38535854388084334,0.4469435554487923,0.6419946361335398,0.6981651183653467,0.6734306524311892,0.5242722594551968,0.5714956605186715,0.6649347535983036,0.7049620596803456,0.7092856734546577,0.6466664389491724,0.6465453958060381
0.37150187207734603,0.3794846258045164,0.4571245941277231,0.6745017560663935,0.7077815752388987,0.7008353393499901,0.5347988868201546,0.5860403150013702,0.6932683854978562,0.7010892051161479,0.741214443705381,0.6522416018892528,0.662387683916985
0.37043434720730434,0.37892660437277736,0.4682066338606964,0.7277208745056516,0.7594034482562171,0.7515326471388438,0.5579203824344999,0.604800195624666,0.7067202123387282,0.7229536917687494,0.7785137469988241,0.6783488676272489,0.6830557356099862
0.36631306601503005,0.37526562908377986,0.462664275525394,0.727968752302421,0.7504959661534814,0.7442639551405438,0.5504141345813853,0.5760258960927321,0.6929496844442873,0.720520117842167,0.7605848259993512,0.6826304864408977,0.6657219362703408
0.3567760262086551,0.3664993022432636,0.4461055476531522,0.7067879038405303,0.7089035280233569,0.7302682886091592,0.5463896409454403,0.5654824541746217,0.6696085651057758,0.7105673592139963,0.7294279393367263,0.6549672976653365,0.6378239590773234
0.3524530911372543,0.36271917493925915,0.45588558993285333,0.7267362055117897,0.7135346762486577,0.7408704964754929,0.5518438859454483,0.5624623377054744,0.6855042731779737,0.7175072753009778,0.7591057752364073,0.6712035870709334,0.6405454658247951
0.35321403292545595,0.36372287392453506,0.45932456555515344,0.7525123503819892,0.711072420360373,0.7525212901936023,0.5654473713272534,0.5793016945711598,0.6679275538064557,0.7255869887185963,0.7702674629626166,0.6882944002140441,0.6618208414467625
0.3498337666934652,0.36117695767984626,0.43364320520924504,0.7214082158746691,0.6861161876780466,0.7198550607594945,0.5333448875585008,0.5444602838256858,0.6096438756434222,0.7052970607860852,0.7414865505410473,0.6629102017673817,0.6319896475546826
0.34963166555672487,0.36098290362767743,0.4490600410311782,0.740485757520528,0.6987910899960911,0.7452482053700314,0.5601427254799786,0.5663059554209493,0.6355068449143737,0.7140203437591232,0.7752277058920447,0.6957925574749847,0.6467456461466663
0.3487186384294736,0.3603919149979517,0.4295119377904515,0.7139441630417924,0.6638437294596243,0.722530063954939,0.5435088838536906,0.5350592831708527,0.5990866534698324,0.6717380245911234,0.7525642857976987,0.6742462923961124,0.5989107160833989
0.34807674873402317,0.3602385146324196,0.4469142124601799,0.7474107085157896,0.6984060602379581,0.7562791571140942,0.5649307829045583,0.5648697727989168,0.63025842049036,0.7013544408408763,0.7855847162512068,0.7090933552461671,0.6238602861801259
0.3398352744090921,0.35252635084419576,0.44810211193751653,0.7195142181912725,0.6849988320047438,0.7237668561567294,0.5375800902535836,0.5644783414085884,0.6298194771830357,0.6974078301049089,0.7801342268470319,0.7002489299781088,0.6278529569182438
0.3441199228164627,0.35687218254056,0.43428378476427143,0.7194324623764391,0.6809205517454324,0.7199103956309612,0.5319523313644752,0.5678005726250889,0.5993541137105859,0.6884512095329738,0.7731387769927048,0.6974582505399796,0.6077837969385158
0.3333531889992879,0.34678946877194955,0.4772673334857918,0.7444055523470859,0.7476393996151922,0.7865831315085343,0.568725634198297,0.6043781357976159,0.6696878564803282,0.7323709407444927,0.8231567099583752,0.7608078907161575,0.6575350349429113
0.33543040411245817,0.34869773437219265,0.4770943509385695,0.7661974995963629,0.7426735393173713,0.805201480939069,0.5612026933571368,0.5933242268132856,0.6695708149688521,0.720551354944987,0.8526717637220801,0.7666061849376683,0.6468584478450603
0.3388585662568689,0.352063820421413,0.48563946891097104,0.7924792082659285,0.7703658031936016,0.8151138840161495,0.5783931626248202,0.6139044513526319,0.6803152226841223,0.7278598844565723,0.8682277516364422,0.7834215391052981,0.6526614445914308
