train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.97855,0.929265,0.878605,0.7101500000000001,0.7425999999999999,0.7745,0.825,0.8301000000000001,0.8501,0.8609,0.8392,0.8117,0.8180499999999999
0.9794267,0.929595,0.878445,0.70915,0.7432000000000001,0.7753,0.82565,0.83095,0.84965,0.86085,0.8379,0.8125,0.81745
0.9803267,0.93027,0.87859,0.7081500000000001,0.7442,0.7741,0.82455,0.8309,0.8506,0.86115,0.83795,0.81075,0.8168
0.9812333,0.930755,0.8786,0.7065,0.7434000000000001,0.774,0.8245,0.8314,0.85065,0.8625,0.8399,0.8109500000000001,0.8165
0.9821583,0.931385,0.87853,0.7082999999999999,0.7442,0.77305,0.8236,0.83065,0.8518,0.86275,0.8389,0.81055,0.81675
0.9830667,0.93179,0.878585,0.7089,0.7442,0.77245,0.8226,0.8315,0.8512500000000001,0.86195,0.8378,0.8095,0.81655
0.9837333,0.93252,0.878575,0.708,0.7443,0.77105,0.82315,0.8322499999999999,0.85175,0.8608,0.83775,0.8097,0.8170999999999999
0.9845033,0.932875,0.879065,0.7094,0.7442500000000001,0.7713,0.82275,0.8326,0.851,0.8607,0.83955,0.81135,0.81715
0.9852717,0.93331,0.879125,0.7095,0.7437,0.77165,0.823,0.8322,0.85105,0.8606,0.83795,0.81055,0.8168
0.985865,0.93373,0.87889,0.70945,0.7443,0.77025,0.8230500000000001,0.83265,0.8519,0.86105,0.83775,0.8093,0.81645
0.9866033,0.9341200000000001,0.878715,0.70955,0.744,0.76965,0.8226,0.8336,0.8524,0.86165,0.8391500000000001,0.8096,0.81575
0.9871467,0.934475,0.879245,0.70985,0.745,0.77025,0.8228,0.83445,0.85315,0.8624,0.8394,0.81035,0.8152
0.9879017,0.934755,0.87941,0.7092499999999999,0.7435,0.7703,0.8239,0.83485,0.8532,0.8636,0.8391,0.81045,0.8149500000000001
0.98865,0.935225,0.879605,0.7096,0.7425999999999999,0.7696000000000001,0.823,0.8349,0.8532,0.86475,0.83865,0.81065,0.81505
